gene,importance,p_value,rank_by_importance,is_known,high_group_size,low_group_size,significant
ALKBH8,0.0009875541125541126,0.022260547102945744,12071,False,91,92,YES
FAM96B,0.0009859079092569658,0.33028153198463783,14085,False,91,92,NO
MICB,0.0009848160186188364,0.028556680602294836,17008,False,91,92,YES
CFH,0.0009818824017654429,0.7538635878334073,289,False,91,92,NO
MGC42105,0.0009787162728339203,0.009851890620519964,12410,False,91,92,YES
KIAA0174,0.0009654495438728487,0.2911185609429374,6521,False,91,92,NO
ATPIF1,0.0009651442307692307,0.4255260420182573,10416,False,91,92,NO
C6orf141,0.0009650383272411479,0.4258173437406232,6902,False,91,92,NO
MCM6,0.0009607357567828555,0.21258959801319074,12488,False,91,92,NO
ZFP28,0.0009606831524639742,0.0019404722239346169,3338,False,91,92,YES
CP,0.0009605933024781636,0.17102758489951675,11178,False,91,92,NO
FARP1,0.0009603266181761541,0.9714168728722989,6918,False,91,92,NO
PHLDB2,0.0009562170481710714,0.08690691921932264,19160,False,91,92,NO
SLC24A3,0.0009538327526132403,0.41934939938644245,17209,False,91,92,NO
ILK,0.0009538327526132403,0.4762074284617728,7301,False,91,92,NO
ALMS1,0.0009538327526132401,0.17516960290034328,12891,False,91,92,NO
FCRL2,0.0009502161852551106,0.287831112095735,8368,False,91,92,NO
IDI2,0.0009457234622547301,0.04422290804219183,6808,False,91,92,YES
EXPH5,0.0009437951466226944,0.1965059746947879,11174,False,91,92,NO
DPYSL5,0.0009421634266354762,0.16145019709966246,405,False,91,92,NO
AMAC1L2,0.0009419575825825826,0.555985976720735,8185,False,91,92,NO
FAM120C,0.0009416461916461918,0.04280042057977022,6300,False,91,92,YES
NFYC,0.0009401589333983701,0.5246998677390886,19896,False,91,92,NO
SLC12A4,0.0009394463965869035,0.6960644542423033,9406,False,91,92,NO
NFKBIA,0.0009376232076000309,0.8902289535744478,7551,False,91,92,NO
C1orf168,0.0009372585646592854,0.5387843898165563,14993,False,91,92,NO
CALCR,0.0009369324907367063,0.3328621704299667,5826,False,91,92,NO
VAPA,0.0009358974358974359,0.04821132469314271,5366,False,91,92,YES
RAPGEFL1,0.0009344071131337328,0.06824954239669656,17498,False,91,92,NO
ADH6,0.000934312064746847,0.10661908193367887,1209,False,91,92,NO
C14orf33,0.0009339928838855609,0.8018668389019749,19865,False,91,92,NO
SLC43A2,0.0009331158952621941,0.004098447658400712,19265,False,91,92,YES
TBC1D2B,0.0009329681794470529,0.838940191649004,6591,False,91,92,NO
TIAL1,0.0009324428595261927,0.5066435041628693,10131,False,91,92,NO
RAB3GAP1,0.0009318120932284849,0.10162879364944427,6573,False,91,92,NO
ZIK1,0.0009316626058707507,0.40133748115731904,9482,False,91,92,NO
SLC39A1,0.0009306675060099717,0.5172658149945688,6007,False,91,92,NO
CSK,0.0009289650642021332,0.3798572657169744,14567,False,91,92,NO
DUSP27,0.0009275939849624067,0.8544722448980561,2625,False,91,92,NO
ZNF345,0.0009272679555594437,0.03391553943341445,3122,False,91,92,YES
C10orf116,0.0009224087519005335,0.11258539004196289,17992,False,91,92,NO
YAP1,0.0009218406607460137,0.018009892471554687,3623,False,91,92,YES
CD164L2,0.0009179718409678915,0.790808095734064,5658,False,91,92,NO
ANO4,0.0009142459934579201,0.8641388513000502,16744,False,91,92,NO
LTA,0.0009129697696031235,0.6056768444985812,13088,False,91,92,NO
RNF114,0.0009119476243170612,0.6608209067537218,857,False,91,92,NO
RORC,0.0009114646296794411,0.22131910787275774,15051,False,91,92,NO
C4orf37,0.0009103808865254162,0.12954617463483545,1172,False,91,92,NO
GLTSCR1,0.0009081008953168048,0.009232469470032334,17591,False,91,92,YES
PYY,0.0009078313074852867,0.09145030097715844,18154,False,91,92,NO
AIM1,0.00090488555562085,0.1618140218139673,13395,False,91,92,NO
KBTBD2,0.0009037994547576738,0.3721225074400829,8835,False,91,92,NO
NR1D2,0.0009027360321522424,0.6820714619152815,4651,False,91,92,NO
TPM1,0.0009025047597853769,0.1458728792854617,13353,False,91,92,NO
RPL35A,0.0009021781275241484,0.08705796926073212,12707,False,91,92,NO
RPL23,0.0009010607521697204,0.890895319592128,16283,False,91,92,NO
EAF2,0.0009003354827439182,0.7034618179289609,4277,False,91,92,NO
DCTN5,0.0008999282946005028,0.08367870053704479,9243,False,91,92,NO
ZNF667,0.0008991064462375939,0.13921270677135347,18651,False,91,92,NO
SCAMP4,0.000898015873015873,0.0460534225017352,15115,False,91,92,YES
PIKFYVE,0.0008963425347799622,0.7058245240335501,1109,False,91,92,NO
EPB41,0.000895678661616162,0.31933697048008935,12305,False,91,92,NO
DYRK3,0.0008925758778651878,0.2943863946789841,16840,False,91,92,NO
SIAH2,0.00089243674701741,0.0011834222440771339,11498,False,91,92,YES
ANKRD26,0.0008918506773157938,0.2330430179930194,16476,False,91,92,NO
ALOX12,0.0008914014359206285,0.02571598602693362,17239,False,91,92,YES
KRTAP5-8,0.0008905644392671819,0.3022593889341134,18509,False,91,92,NO
RPL9,0.0008865243342516066,0.23859705647467772,16528,False,91,92,NO
COL6A3,0.0008845867727855304,0.013301738220949749,11275,False,91,92,YES
CEL,0.0008825231159911537,0.8178278968801318,9478,False,91,92,NO
GSX2,0.0008806928455771448,0.6979955052115177,12984,False,44,139,NO
?|645851,0.0008805604333554646,0.7664729141707728,3197,False,91,92,NO
CSF1,0.0008786941492991065,0.9541440813407884,13242,False,91,92,NO
CDH22,0.0008768768768768767,0.5255040936384908,14402,False,91,92,NO
UBE2I,0.0008760192833614544,0.010940461046518088,14712,False,91,92,YES
BTD,0.0008731438088055735,0.5171391105304856,15850,False,91,92,NO
P4HB,0.0008713107638888887,0.41453564635787943,19020,False,91,92,NO
LOC729991-MEF2B,0.000867782103480044,0.4126146571679562,11190,False,91,92,NO
CKMT2,0.0008619729560545484,0.5665713082551631,6049,False,91,92,NO
SLC46A2,0.0008616221445548963,0.2672614315985663,17113,False,91,92,NO
IHH,0.000860437862684136,0.9398228652945694,5901,False,91,92,NO
NCOA6,0.0008602054852054853,0.42357804022225265,13431,False,91,92,NO
CLEC6A,0.0008594862067476409,0.08733203598707825,14012,False,91,92,NO
FANCF,0.0008564462498286026,0.7351723930382137,477,False,91,92,NO
AMN,0.0008550355502561385,0.9497692722074504,8836,False,91,92,NO
FBLN5,0.0008500000027517196,0.191120828317203,8118,False,91,92,NO
DISP1,0.0008469660053370462,0.5868611830122579,10295,False,91,92,NO
NR2E3,0.0008466566462204086,0.9896553483212748,7754,False,91,92,NO
ATP6V1G1,0.0008461684311211853,0.13169015763583275,13643,False,91,92,NO
L3MBTL4,0.0008449085161413929,0.2434024200436966,15152,False,91,92,NO
GALNT14,0.000844807406530687,0.18131550209426556,9914,False,91,92,NO
ZNF229,0.0008441545941545946,0.08031512488677624,5947,False,91,92,NO
DUSP5,0.0008437562040897362,0.2840452922676934,17825,False,91,92,NO
PELI3,0.0008436258577103647,0.020301051835869395,15568,False,91,92,YES
CCNA1,0.0008420667184022943,0.06765651118251526,2856,False,91,92,NO
LOC388692,0.0008381911323087792,0.14189670548111444,9595,False,91,92,NO
SYAP1,0.0008357258200277495,0.027716991797060227,12940,False,91,92,YES
SNORD22,0.0008342360653336264,0.7956823540936583,7430,False,87,96,NO
SUV39H1,0.0008333021299470563,0.9137346618701705,17927,False,91,92,NO
LASS3,0.000832347972972973,0.031371734904259624,2616,False,91,92,YES
COX15,0.0008304996131083088,0.28861069752579116,5677,False,91,92,NO
SNAPC3,0.0008286590892458045,0.8989222198139222,3204,False,91,92,NO
FAM169A,0.0008266550522648081,0.016087792703907183,115,False,91,92,YES
C21orf119,0.0008265404531979602,0.4471874491651344,8658,False,91,92,NO
RBMX2,0.0008243929983060416,0.5987951815613188,6250,False,91,92,NO
MCC,0.0008242626110273172,0.4758481964978508,6383,False,91,92,NO
GSR,0.0008220720720720726,0.34119611269729966,18649,False,91,92,NO
SIVA1,0.0008189741721885231,0.3222214727050227,6500,False,91,92,NO
RENBP,0.000812344849837689,0.12792364853245417,11638,False,91,92,NO
CDSN,0.0008111111111111111,0.0009628106578907633,9859,False,91,92,YES
SOX9,0.0008090247548696304,0.8358264769969318,10692,False,91,92,NO
MCTS1,0.0008088002532446983,0.3746858772281919,19680,False,91,92,NO
FLJ45079,0.0008083833486541964,0.8980553428549464,17620,False,91,92,NO
AP3S2,0.0008076279566927594,0.3904865077629107,15938,False,91,92,NO
C2orf42,0.0008041347054504945,0.005575726156515584,5196,False,91,92,YES
DDX28,0.0008021866436688875,0.1789421919307681,1959,False,91,92,NO
ULK1,0.000799638957533694,0.3471231262864928,13752,False,91,92,NO
CCM2,0.0007995310414174513,0.11470726610984985,2089,False,91,92,NO
BIVM,0.0007963660450322031,0.3547727423844751,19234,False,91,92,NO
AFARP1,0.000794950391223683,0.6943211675467325,4941,False,91,92,NO
NCALD,0.0007902703139772102,0.04680852452657032,20008,False,91,92,YES
BASP1,0.0007901552364758486,0.18860157288221452,8320,False,91,92,NO
C17orf89,0.0007896484658103847,0.008728782768653449,18165,False,91,92,YES
ZNF81,0.0007864684335272571,0.7086429990164068,11804,False,91,92,NO
C19orf6,0.000786344090691917,0.14261017418389585,12234,False,91,92,NO
FUT1,0.0007851361888628969,0.5420634671332976,8093,False,91,92,NO
TPCN1,0.0007806679523329141,0.021770098979777705,5530,False,91,92,YES
LMAN2L,0.00077885101010101,0.515382819520666,14724,False,91,92,NO
CDC42EP1,0.0007779851551115883,0.8268529852277465,3212,False,91,92,NO
ANKRD50,0.0007777286312514904,0.048381455693896215,8813,False,91,92,YES
CD248,0.0007765645967595355,0.640028001347841,14705,False,91,92,NO
C21orf130,0.0007753268250706589,0.37611555404564057,9377,False,91,92,NO
ZNF594,0.0007739402598327125,0.00015504612122378269,13021,False,91,92,YES
C1orf74,0.0007732158660395567,0.9996960429001331,2505,False,91,92,NO
TCEAL8,0.0007703744417725865,0.49143503337554073,20426,False,91,92,NO
IGBP1,0.0007703597260817553,0.694555968912818,4775,False,91,92,NO
XPO7,0.0007699051867142412,0.4788505072877721,15497,False,91,92,NO
PIWIL1,0.0007696981507535147,0.5712064917659722,19367,False,91,92,NO
BCL2L13,0.0007691450992486741,0.013972325219741344,6401,False,91,92,YES
MT1L,0.0007687762737818352,0.03146219383277636,7790,False,91,92,YES
ATP5J,0.0007669330916282137,0.49270386501373054,1725,False,91,92,NO
OR2A4,0.0007664532650448147,0.6888502261854061,2796,False,91,92,NO
OS9,0.0007661025842844024,0.10159452751856353,15195,False,91,92,NO
SLC38A7,0.0007651136180763589,0.7600851365176778,18207,False,91,92,NO
HIST1H1C,0.0007629077941577944,0.3780092634819946,6358,False,91,92,NO
TOR1B,0.0007620245384427808,0.7920034834107748,13838,False,91,92,NO
HSDL2,0.0007588263812312253,0.5432106490149797,11333,False,91,92,NO
GUCY1B2,0.0007563916993756125,0.4203484875828454,18722,False,91,92,NO
CRH,0.0007542946303696955,0.3772244726025026,4683,False,91,92,NO
BAT4,0.000754250823136272,0.1078277554318112,19540,False,91,92,NO
SRMS,0.0007541322314049587,0.9558048910595008,12347,False,91,92,NO
C3orf66,0.0007541211714732844,0.45745174871731953,4453,False,45,138,NO
FAM131B,0.00075352698980606,0.8502342800481153,12260,False,91,92,NO
GALNTL1,0.0007526537584800294,0.03808941976106279,836,False,91,92,YES
DGAT2,0.0007516087516087518,0.8529356081321658,10422,False,91,92,NO
RAD23A,0.0007506228450672895,0.3728230449011063,14330,False,91,92,NO
C2orf40,0.0007482276372249741,0.02987492254686148,5194,False,91,92,YES
GTF2F2,0.0007479008465941018,0.06781494742199931,8167,False,91,92,NO
EPAS1,0.0007473913853527194,0.19428253052247482,17137,False,91,92,NO
ADRBK1,0.0007454629903034019,0.23880796096037868,2400,False,91,92,NO
CASC1,0.000743733073705893,0.30218171594772375,18598,False,91,92,NO
ACCN3,0.0007435767380525578,0.07602795147741669,2989,False,91,92,NO
SYT9,0.0007391513982642237,0.04150671707472932,1720,False,91,92,YES
HORMAD2,0.0007388243607824825,0.22274262122808158,14083,False,30,153,NO
FABP5L3,0.0007384268621503188,0.1196040258439434,6312,False,91,92,NO
FRMD8,0.0007378471953368665,0.3045620407835675,2092,False,91,92,NO
DUOX2,0.000736396609926021,0.03825964173457021,17404,False,91,92,YES
FBXO2,0.0007353852683301687,0.23118158631449034,8587,False,91,92,NO
RBM33,0.0007350481681179332,0.66799362035655,18769,False,91,92,NO
XKR4,0.0007339929214929215,0.09348908914478976,15286,False,91,92,NO
RNF123,0.0007330866807610993,0.1100877516811384,3208,False,91,92,NO
SERPINA4,0.000732354984869105,0.4055094574227618,12795,False,91,92,NO
NCRNA00185,0.0007319624810397271,0.2178965416532465,16831,False,91,92,NO
EFEMP2,0.0007311424100156495,0.9515381076415995,13911,False,91,92,NO
C20orf135,0.0007303309364234084,0.13060943725371935,7319,False,91,92,NO
FNIP1,0.0007228014687585578,0.7424908212284712,5056,False,91,92,NO
GIMAP6,0.0007224549152944796,0.6068618198198878,8555,False,91,92,NO
CCDC158,0.0007222531660412756,0.2580986656917247,1714,False,91,92,NO
PDE10A,0.0007221430832541943,0.32615349377111524,11817,False,91,92,NO
DCUN1D3,0.0007154700794160056,0.6218923227084108,11413,False,91,92,NO
PRKCD,0.0007152480097979179,0.7887842253236703,5101,False,91,92,NO
ZNF497,0.0007143903890227424,0.01885296578442506,6739,False,91,92,YES
CA13,0.0007132729142931299,0.31783106290247826,5471,False,91,92,NO
CDKAL1,0.0007119757712643086,0.14438074212008958,17148,False,91,92,NO
ASB10,0.0007110389610389613,0.12880250575556,10013,False,34,149,NO
ZMYND17,0.0007110389610389612,0.1242339500508638,7990,False,91,92,NO
UFSP2,0.0007092513080885164,0.5326616179450923,569,False,91,92,NO
PLEKHG4B,0.0007087608575284632,0.2678691956778666,19536,False,91,92,NO
JUND,0.0007083633325948902,0.07557163343591397,16589,False,91,92,NO
RBM11,0.0007076530612244902,0.00806611428236317,20102,False,91,92,YES
SNRPF,0.0007070200883714879,0.758595713767068,2103,False,91,92,NO
SS18L1,0.0007049743857255596,0.010411200901102058,13678,False,91,92,YES
C1orf89,0.0007039408903941533,0.43065974391035855,8141,False,91,92,NO
TFPT,0.0007021280250072995,0.0028697781992186606,3763,False,91,92,YES
HOXC12,0.0007008448540706606,0.1808539529727297,18098,False,15,168,NO
RERGL,0.0007006718771424656,0.24730505231152689,11492,False,91,92,NO
CPA4,0.0006999815600221278,0.3538805807644776,15183,False,91,92,NO
SLC10A5,0.0006996871602666928,0.6541047697312579,18835,False,91,92,NO
XPNPEP1,0.0006990345045900602,0.2094526301635048,374,False,91,92,NO
ADAMTS16,0.0006970452111117074,0.8914993296160592,16192,False,91,92,NO
MLEC,0.000696326104776809,0.43698747455928266,9694,False,91,92,NO
CYP27C1,0.0006955030487804878,0.054184326143671094,10089,False,91,92,NO
BMS1P4,0.0006952380952380951,0.4668609816642115,9204,False,91,92,NO
MSR1,0.0006942256827840352,0.5580960184293751,16923,False,91,92,NO
C6orf125,0.0006922757030049147,0.4028834732621044,9075,False,91,92,NO
ABCA13,0.0006918133774341721,0.9503521310150679,7273,False,91,92,NO
COL11A1,0.0006908168672874555,0.08131517449003384,4239,False,91,92,NO
TTYH1,0.0006897982026813628,0.7116068202004306,17780,False,91,92,NO
SLC30A9,0.000688450283040337,0.3139991995189263,16733,False,91,92,NO
CRYGS,0.0006870675620675625,0.061405648069179516,2130,False,91,92,NO
PTPN3,0.0006860872225432546,0.22485732625902588,4749,False,91,92,NO
FAM161A,0.0006857548054750445,0.289476811727119,17733,False,91,92,NO
RPAIN,0.0006850600600600601,0.03295606763456424,7288,False,91,92,YES
DDX47,0.0006840749234764996,0.031544637457460833,2668,False,91,92,YES
MBOAT7,0.000680814617434336,0.03936506392281928,2775,False,91,92,YES
POLR1D,0.0006802972188519101,0.6613796723133147,16755,False,91,92,NO
SLC45A4,0.0006790697674418603,0.7890222043973261,7740,False,91,92,NO
SLC2A5,0.0006788209168124982,0.37706240856825457,17067,False,91,92,NO
PHGDH,0.0006783282582190968,0.3453190956580986,4851,False,91,92,NO
PSMC5,0.0006773314631366703,0.06418509486456857,11887,False,91,92,NO
HES2,0.0006772302921371244,0.18134228818444167,19291,False,91,92,NO
FLJ33630,0.0006768289738430583,0.51986237881106,11064,False,91,92,NO
MCF2L,0.0006741714248333107,0.008828669568949081,1414,False,91,92,YES
C1orf35,0.0006735836424326213,0.19442855140639412,1049,False,91,92,NO
CDC73,0.0006727853761752059,0.009800849824261734,1343,False,91,92,YES
CALB2,0.000671225562329199,0.05584052490987286,15587,False,91,92,NO
ID3,0.0006694885361552028,0.5669396730655191,10253,False,91,92,NO
SLMO2,0.000669236558514274,0.13898762922340552,13526,False,91,92,NO
ITGAL,0.0006683098591549297,0.46488895447114453,154,False,91,92,NO
WDR20,0.0006683098591549297,0.4435148131176043,14638,False,91,92,NO
GDAP1L1,0.000667212289015358,0.10759173543672514,14502,False,91,92,NO
TNF,0.0006654797979797978,0.03677223433080705,10093,False,91,92,YES
NR5A1,0.0006653672879024992,0.28720825174278786,7580,False,91,92,NO
SHBG,0.0006650676781198868,0.002978395576027325,12820,False,91,92,YES
CHEK2,0.0006636758445410759,0.05616609952725561,11069,True,91,92,NO
CPM,0.0006621413900483671,0.7923453999922073,3941,False,91,92,NO
CYP39A1,0.0006616183102186673,0.43954987648951716,15107,False,91,92,NO
ZNF19,0.0006607965766951944,0.09592819827030215,17198,False,91,92,NO
DENND1A,0.0006595143986448333,0.030234081743338602,11579,False,91,92,YES
TOP3B,0.0006582270582270579,0.2820611478723053,7292,False,91,92,NO
EHBP1,0.0006580281690140845,0.5974582260500685,13613,False,91,92,NO
FAM74A3,0.000657793654246092,0.20639156049096413,16861,False,27,156,NO
SPATA2,0.0006529516994633275,0.09915505552781993,10314,False,91,92,NO
ORC4L,0.0006523248257119221,0.20649709947389983,14082,False,91,92,NO
MTF1,0.0006509688340978902,0.2878790396884959,17854,False,91,92,NO
FOXA1,0.0006490434230372313,0.0595817597444447,14837,False,91,92,NO
C1QTNF7,0.0006481909004652764,0.8013836828782477,9037,False,91,92,NO
C20orf197,0.0006468850698174008,0.4003862443714026,10882,False,91,92,NO
ZBED5,0.0006462776659959761,0.6111715172280513,3249,False,91,92,NO
TRIM39,0.0006457925636007829,0.07788131496728752,16422,False,91,92,NO
SYP,0.0006452956906463005,0.008013234117930021,7205,False,91,92,YES
HNRNPH1,0.0006429565535839991,0.02009036912023683,13954,False,91,92,YES
DNAJA1,0.000642002814258912,0.3321699957852676,681,False,91,92,NO
C8orf40,0.0006397046852929206,0.8815098365585398,1457,False,91,92,NO
C9orf37,0.0006389581101857312,0.03988198028054894,16007,False,91,92,YES
LRRC8D,0.0006387547863447742,0.7294521520887892,17833,False,91,92,NO
CCDC150,0.000637865543437797,0.16544118309382766,1708,False,91,92,NO
AGPHD1,0.0006352245040027846,0.03510941231466117,12889,False,91,92,YES
C14orf34,0.0006352245040027846,0.0009044739589330591,19870,False,91,92,YES
GPR158,0.0006347206242596895,0.051547058041594894,14347,False,91,92,NO
MAT2A,0.0006333431923494032,0.6508815463294191,8827,False,91,92,NO
MRPL40,0.0006314336260820114,0.8935086585499119,17743,False,91,92,NO
AQP11,0.0006256675227263461,0.7966537442483169,8371,False,91,92,NO
PATL1,0.000624696784348702,0.00021625253945256422,10869,False,91,92,YES
C9orf152,0.0006245989304812834,0.5493074834725346,11913,False,91,92,NO
CLCNKB,0.0006238434298500646,0.2650453700451061,10888,False,91,92,NO
OSBP,0.0006204713032022268,0.0003594875208086615,9453,False,91,92,YES
C6orf150,0.00061903081390659,0.6262016437187553,16727,False,91,92,NO
FAM65C,0.0006188300688583017,0.24082705282969546,12133,False,91,92,NO
LUC7L2,0.0006182947487295312,0.04287648882862601,12257,False,91,92,YES
SLC22A5,0.0006175793788915965,0.1224020511900498,19984,False,91,92,NO
PEBP4,0.0006175305398236961,0.30276655590378404,10803,False,91,92,NO
DSCR9,0.000616554054054054,0.029853449312030437,2105,False,91,92,YES
TACSTD2,0.000615680672525683,0.21780818327335452,15218,False,91,92,NO
