#node	identifier	category	term ID	term description
SLURP1	9606.ENSP00000246515	Monarch	HP:0011122	Abnormality of skin physiology
SLURP1	9606.ENSP00000246515	Monarch	HP:0011123	Inflammatory abnormality of the skin
SLURP1	9606.ENSP00000246515	Monarch	HP:0011138	Abnormality of skin adnexa morphology
SLURP1	9606.ENSP00000246515	Monarch	HP:0011276	Vascular skin abnormality
SLURP1	9606.ENSP00000246515	Monarch	HP:0011297	Abnormal digit morphology
SLURP1	9606.ENSP00000246515	Monarch	HP:0011354	Generalized abnormality of skin
SLURP1	9606.ENSP00000246515	Monarch	HP:0011355	Localized skin lesion
SLURP1	9606.ENSP00000246515	Monarch	HP:0011356	Regional abnormality of skin
SLURP1	9606.ENSP00000246515	Monarch	HP:0011368	Epidermal thickening
SLURP1	9606.ENSP00000246515	Monarch	HP:0011370	Recurrent cutaneous fungal infections
SLURP1	9606.ENSP00000246515	Monarch	HP:0011842	Abnormal skeletal morphology
SLURP1	9606.ENSP00000246515	Monarch	HP:0011844	Abnormal appendicular skeleton morphology
SLURP1	9606.ENSP00000246515	Monarch	HP:0011927	Short digit
SLURP1	9606.ENSP00000246515	Monarch	HP:0012647	Abnormal inflammatory response
SLURP1	9606.ENSP00000246515	Monarch	HP:0012649	Increased inflammatory response
SLURP1	9606.ENSP00000246515	Monarch	HP:0020100	Unusual fungal infection
SLURP1	9606.ENSP00000246515	Monarch	HP:0025276	Abnormality of skin adnexa physiology
SLURP1	9606.ENSP00000246515	Monarch	HP:0032101	Unusual infection
SLURP1	9606.ENSP00000246515	Monarch	HP:0033127	Abnormality of the musculoskeletal system
SLURP1	9606.ENSP00000246515	Monarch	HP:0033194	Perioral erythema
SLURP1	9606.ENSP00000246515	Monarch	HP:0040064	Abnormality of limbs
SLURP1	9606.ENSP00000246515	Monarch	HP:0040068	Abnormality of limb bone
SLURP1	9606.ENSP00000246515	Monarch	HP:0040211	Abnormal skin morphology of the palm
SLURP1	9606.ENSP00000246515	Monarch	HP:0100871	Abnormal palm morphology
SLURP1	9606.ENSP00000246515	Monarch	HP:0100872	Abnormality of the plantar skin of foot
SLURP1	9606.ENSP00000246515	Monarch	HP:0200034	Papule
SLURP1	9606.ENSP00000246515	UniProt Keywords	KW-0202	Cytokine
SLURP1	9606.ENSP00000246515	UniProt Keywords	KW-0732	Signal
SLURP1	9606.ENSP00000246515	UniProt Keywords	KW-0964	Secreted
SLURP1	9606.ENSP00000246515	UniProt Keywords	KW-1007	Palmoplantar keratoderma
SLURP1	9606.ENSP00000246515	UniProt Keywords	KW-1015	Disulfide bond
SLURP1	9606.ENSP00000246515	InterPro	IPR016054	Ly-6 antigen/uPA receptor-like
SLURP1	9606.ENSP00000246515	InterPro	IPR045860	Snake toxin-like superfamily
SLURP1	9606.ENSP00000246515	SMART	SM00134	Ly-6 antigen / uPA receptor -like domain
SPACA4	9606.ENSP00000312774	GO Process	GO:0000003	Reproduction
SPACA4	9606.ENSP00000312774	GO Process	GO:0007155	Cell adhesion
SPACA4	9606.ENSP00000312774	GO Process	GO:0007338	Single fertilization
SPACA4	9606.ENSP00000312774	GO Process	GO:0008037	Cell recognition
SPACA4	9606.ENSP00000312774	GO Process	GO:0009566	Fertilization
SPACA4	9606.ENSP00000312774	GO Process	GO:0009987	Cellular process
SPACA4	9606.ENSP00000312774	GO Process	GO:0009988	Cell-cell recognition
SPACA4	9606.ENSP00000312774	GO Process	GO:0019953	Sexual reproduction
SPACA4	9606.ENSP00000312774	GO Process	GO:0022414	Reproductive process
SPACA4	9606.ENSP00000312774	GO Process	GO:0035036	Sperm-egg recognition
SPACA4	9606.ENSP00000312774	GO Component	GO:0001669	Acrosomal vesicle
SPACA4	9606.ENSP00000312774	GO Component	GO:0005576	Extracellular region
SPACA4	9606.ENSP00000312774	GO Component	GO:0005622	Intracellular anatomical structure
SPACA4	9606.ENSP00000312774	GO Component	GO:0005737	Cytoplasm
SPACA4	9606.ENSP00000312774	GO Component	GO:0005886	Plasma membrane
SPACA4	9606.ENSP00000312774	GO Component	GO:0012505	Endomembrane system
SPACA4	9606.ENSP00000312774	GO Component	GO:0016020	Membrane
SPACA4	9606.ENSP00000312774	GO Component	GO:0030141	Secretory granule
SPACA4	9606.ENSP00000312774	GO Component	GO:0031224	Intrinsic component of membrane
SPACA4	9606.ENSP00000312774	GO Component	GO:0031225	Anchored component of membrane
SPACA4	9606.ENSP00000312774	GO Component	GO:0031410	Cytoplasmic vesicle
SPACA4	9606.ENSP00000312774	GO Component	GO:0031982	Vesicle
SPACA4	9606.ENSP00000312774	GO Component	GO:0043226	Organelle
SPACA4	9606.ENSP00000312774	GO Component	GO:0043227	Membrane-bounded organelle
SPACA4	9606.ENSP00000312774	GO Component	GO:0043229	Intracellular organelle
SPACA4	9606.ENSP00000312774	GO Component	GO:0043231	Intracellular membrane-bounded organelle
SPACA4	9606.ENSP00000312774	GO Component	GO:0071944	Cell periphery
SPACA4	9606.ENSP00000312774	GO Component	GO:0097708	Intracellular vesicle
SPACA4	9606.ENSP00000312774	GO Component	GO:0099503	Secretory vesicle
SPACA4	9606.ENSP00000312774	GO Component	GO:0110165	Cellular anatomical entity
SPACA4	9606.ENSP00000312774	STRING clusters	CL:27285	Mixed, incl. Fertilization, and Spermatogenesis
SPACA4	9606.ENSP00000312774	STRING clusters	CL:27286	Mixed, incl. Fertilization, and Spermatogenesis
SPACA4	9606.ENSP00000312774	STRING clusters	CL:27287	Mixed, incl. Single fertilization, and Spermatogenesis
SPACA4	9606.ENSP00000312774	STRING clusters	CL:27288	Mixed, incl. Single fertilization, and Spermatogenesis
SPACA4	9606.ENSP00000312774	STRING clusters	CL:27289	Mixed, incl. Single fertilization, and Spermatogenesis
SPACA4	9606.ENSP00000312774	STRING clusters	CL:27290	Mixed, incl. Single fertilization, and Spermatogenesis
SPACA4	9606.ENSP00000312774	STRING clusters	CL:27442	Mostly uncharacterized, incl. Protein of unknown function (DUF3699) , and Egg activation
SPACA4	9606.ENSP00000312774	STRING clusters	CL:27490	Mixed, incl. Transmembrane protein 225, and Fascin
SPACA4	9606.ENSP00000312774	STRING clusters	CL:27492	Mixed, incl. Protein of unknown function (DUF3699) , and u-PAR/Ly-6 domain
SPACA4	9606.ENSP00000312774	Reactome	HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
SPACA4	9606.ENSP00000312774	Reactome	HSA-392499	Metabolism of proteins
SPACA4	9606.ENSP00000312774	Reactome	HSA-597592	Post-translational protein modification
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0000042	Animal
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0000080	Male reproductive gland
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0000081	Reproductive system
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0000082	Male reproductive system
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0000083	Female reproductive system
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0000254	Female reproductive gland
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0000522	Gland
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0000534	Gonad
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0001363	Testis
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0001488	Endocrine gland
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0001489	Whole body
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0003091	Urogenital system
SPACA4	9606.ENSP00000312774	TISSUES	BTO:0003096	Internal male genital organ
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0001669	Acrosomal vesicle
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0005576	Extracellular region
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0005622	Intracellular
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0005737	Cytoplasm
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0012505	Endomembrane system
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0030141	Secretory granule
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0031982	Vesicle
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0043226	Organelle
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0043229	Intracellular organelle
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0099503	Secretory vesicle
SPACA4	9606.ENSP00000312774	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
SPACA4	9606.ENSP00000312774	UniProt Keywords	KW-0130	Cell adhesion
SPACA4	9606.ENSP00000312774	UniProt Keywords	KW-0325	Glycoprotein
SPACA4	9606.ENSP00000312774	UniProt Keywords	KW-0336	GPI-anchor
SPACA4	9606.ENSP00000312774	UniProt Keywords	KW-0449	Lipoprotein
SPACA4	9606.ENSP00000312774	UniProt Keywords	KW-0472	Membrane
SPACA4	9606.ENSP00000312774	UniProt Keywords	KW-0732	Signal
SPACA4	9606.ENSP00000312774	UniProt Keywords	KW-0968	Cytoplasmic vesicle
SPACA4	9606.ENSP00000312774	UniProt Keywords	KW-1003	Cell membrane
SPACA4	9606.ENSP00000312774	UniProt Keywords	KW-1015	Disulfide bond
SPACA4	9606.ENSP00000312774	Pfam	PF00021	u-PAR/Ly-6 domain
SPACA4	9606.ENSP00000312774	InterPro	IPR016054	Ly-6 antigen/uPA receptor-like
SPACA4	9606.ENSP00000312774	InterPro	IPR045860	Snake toxin-like superfamily
SPACA4	9606.ENSP00000312774	InterPro	IPR046354	Sperm acrosome membrane-associated protein 4/Protein Bouncer
TEX101	9606.ENSP00000472308	GO Process	GO:0000003	Reproduction
TEX101	9606.ENSP00000472308	GO Process	GO:0001539	Cilium or flagellum-dependent cell motility
TEX101	9606.ENSP00000472308	GO Process	GO:0003341	Cilium movement
TEX101	9606.ENSP00000472308	GO Process	GO:0003352	Regulation of cilium movement
TEX101	9606.ENSP00000472308	GO Process	GO:0007017	Microtubule-based process
TEX101	9606.ENSP00000472308	GO Process	GO:0007018	Microtubule-based movement
TEX101	9606.ENSP00000472308	GO Process	GO:0007338	Single fertilization
TEX101	9606.ENSP00000472308	GO Process	GO:0007339	Binding of sperm to zona pellucida
TEX101	9606.ENSP00000472308	GO Process	GO:0008037	Cell recognition
TEX101	9606.ENSP00000472308	GO Process	GO:0009566	Fertilization
TEX101	9606.ENSP00000472308	GO Process	GO:0009987	Cellular process
TEX101	9606.ENSP00000472308	GO Process	GO:0009988	Cell-cell recognition
TEX101	9606.ENSP00000472308	GO Process	GO:0019953	Sexual reproduction
TEX101	9606.ENSP00000472308	GO Process	GO:0022414	Reproductive process
TEX101	9606.ENSP00000472308	GO Process	GO:0030317	Flagellated sperm motility
TEX101	9606.ENSP00000472308	GO Process	GO:0032886	Regulation of microtubule-based process
TEX101	9606.ENSP00000472308	GO Process	GO:0035036	Sperm-egg recognition
TEX101	9606.ENSP00000472308	GO Process	GO:0040012	Regulation of locomotion
TEX101	9606.ENSP00000472308	GO Process	GO:0048870	Cell motility
TEX101	9606.ENSP00000472308	GO Process	GO:0050789	Regulation of biological process
TEX101	9606.ENSP00000472308	GO Process	GO:0050794	Regulation of cellular process
TEX101	9606.ENSP00000472308	GO Process	GO:0060285	Cilium-dependent cell motility
TEX101	9606.ENSP00000472308	GO Process	GO:0060294	Cilium movement involved in cell motility
TEX101	9606.ENSP00000472308	GO Process	GO:0060295	Regulation of cilium movement involved in cell motility
TEX101	9606.ENSP00000472308	GO Process	GO:0060632	Regulation of microtubule-based movement
TEX101	9606.ENSP00000472308	GO Process	GO:0065007	Biological regulation
TEX101	9606.ENSP00000472308	GO Process	GO:0097722	Sperm motility
TEX101	9606.ENSP00000472308	GO Process	GO:1901317	Regulation of flagellated sperm motility
TEX101	9606.ENSP00000472308	GO Process	GO:1902019	Regulation of cilium-dependent cell motility
TEX101	9606.ENSP00000472308	GO Process	GO:2000145	Regulation of cell motility
TEX101	9606.ENSP00000472308	GO Process	GO:2000241	Regulation of reproductive process
TEX101	9606.ENSP00000472308	GO Component	GO:0001669	Acrosomal vesicle
TEX101	9606.ENSP00000472308	GO Component	GO:0002080	Acrosomal membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0005576	Extracellular region
TEX101	9606.ENSP00000472308	GO Component	GO:0005622	Intracellular anatomical structure
TEX101	9606.ENSP00000472308	GO Component	GO:0005737	Cytoplasm
TEX101	9606.ENSP00000472308	GO Component	GO:0005886	Plasma membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0012505	Endomembrane system
TEX101	9606.ENSP00000472308	GO Component	GO:0012506	Vesicle membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0016020	Membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0030141	Secretory granule
TEX101	9606.ENSP00000472308	GO Component	GO:0030659	Cytoplasmic vesicle membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0030667	Secretory granule membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0031090	Organelle membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0031224	Intrinsic component of membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0031225	Anchored component of membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0031226	Intrinsic component of plasma membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0031410	Cytoplasmic vesicle
TEX101	9606.ENSP00000472308	GO Component	GO:0031982	Vesicle
TEX101	9606.ENSP00000472308	GO Component	GO:0043226	Organelle
TEX101	9606.ENSP00000472308	GO Component	GO:0043227	Membrane-bounded organelle
TEX101	9606.ENSP00000472308	GO Component	GO:0043229	Intracellular organelle
TEX101	9606.ENSP00000472308	GO Component	GO:0043231	Intracellular membrane-bounded organelle
TEX101	9606.ENSP00000472308	GO Component	GO:0044853	Plasma membrane raft
TEX101	9606.ENSP00000472308	GO Component	GO:0045121	Membrane raft
TEX101	9606.ENSP00000472308	GO Component	GO:0046658	Anchored component of plasma membrane
TEX101	9606.ENSP00000472308	GO Component	GO:0071944	Cell periphery
TEX101	9606.ENSP00000472308	GO Component	GO:0097708	Intracellular vesicle
TEX101	9606.ENSP00000472308	GO Component	GO:0098588	Bounding membrane of organelle
TEX101	9606.ENSP00000472308	GO Component	GO:0098590	Plasma membrane region
TEX101	9606.ENSP00000472308	GO Component	GO:0098857	Membrane microdomain
TEX101	9606.ENSP00000472308	GO Component	GO:0099503	Secretory vesicle
TEX101	9606.ENSP00000472308	GO Component	GO:0110165	Cellular anatomical entity
TEX101	9606.ENSP00000472308	STRING clusters	CL:31664	Mostly uncharacterized, incl. Exopeptidase activity, and Surfactant metabolism
TEX101	9606.ENSP00000472308	STRING clusters	CL:31665	Mixed, incl. Exopeptidase activity, and A1 Propeptide
TEX101	9606.ENSP00000472308	STRING clusters	CL:31763	Mixed, incl. Aminopeptidase, and Dipeptidase activity
TEX101	9606.ENSP00000472308	STRING clusters	CL:31764	Mixed, incl. Aminopeptidase, and Metallodipeptidase activity
TEX101	9606.ENSP00000472308	STRING clusters	CL:31765	Mixed, incl. Aminopeptidase, and Metallodipeptidase activity
TEX101	9606.ENSP00000472308	STRING clusters	CL:31817	Peptidase M19, and PHLDB1/2/3, PH domain
TEX101	9606.ENSP00000472308	Reactome	HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
TEX101	9606.ENSP00000472308	Reactome	HSA-392499	Metabolism of proteins
TEX101	9606.ENSP00000472308	Reactome	HSA-597592	Post-translational protein modification
TEX101	9606.ENSP00000472308	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
TEX101	9606.ENSP00000472308	TISSUES	BTO:0000042	Animal
TEX101	9606.ENSP00000472308	TISSUES	BTO:0000080	Male reproductive gland
TEX101	9606.ENSP00000472308	TISSUES	BTO:0000081	Reproductive system
TEX101	9606.ENSP00000472308	TISSUES	BTO:0000082	Male reproductive system
TEX101	9606.ENSP00000472308	TISSUES	BTO:0000083	Female reproductive system
TEX101	9606.ENSP00000472308	TISSUES	BTO:0000254	Female reproductive gland
TEX101	9606.ENSP00000472308	TISSUES	BTO:0000522	Gland
TEX101	9606.ENSP00000472308	TISSUES	BTO:0000534	Gonad
TEX101	9606.ENSP00000472308	TISSUES	BTO:0001363	Testis
TEX101	9606.ENSP00000472308	TISSUES	BTO:0001488	Endocrine gland
TEX101	9606.ENSP00000472308	TISSUES	BTO:0001489	Whole body
TEX101	9606.ENSP00000472308	TISSUES	BTO:0003091	Urogenital system
TEX101	9606.ENSP00000472308	TISSUES	BTO:0003096	Internal male genital organ
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0001669	Acrosomal vesicle
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0005622	Intracellular
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0005737	Cytoplasm
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0005886	Plasma membrane
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0012505	Endomembrane system
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0016020	Membrane
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0030141	Secretory granule
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0031225	Anchored component of membrane
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0031226	Intrinsic component of plasma membrane
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0031982	Vesicle
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0043226	Organelle
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0043229	Intracellular organelle
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0046658	Anchored component of plasma membrane
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0071944	Cell periphery
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0099503	Secretory vesicle
TEX101	9606.ENSP00000472308	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
TEX101	9606.ENSP00000472308	UniProt Keywords	KW-0025	Alternative splicing
TEX101	9606.ENSP00000472308	UniProt Keywords	KW-0325	Glycoprotein
TEX101	9606.ENSP00000472308	UniProt Keywords	KW-0336	GPI-anchor
TEX101	9606.ENSP00000472308	UniProt Keywords	KW-0449	Lipoprotein
TEX101	9606.ENSP00000472308	UniProt Keywords	KW-0472	Membrane
TEX101	9606.ENSP00000472308	UniProt Keywords	KW-0732	Signal
TEX101	9606.ENSP00000472308	UniProt Keywords	KW-0964	Secreted
TEX101	9606.ENSP00000472308	UniProt Keywords	KW-0968	Cytoplasmic vesicle
TEX101	9606.ENSP00000472308	UniProt Keywords	KW-1003	Cell membrane
TEX101	9606.ENSP00000472308	Pfam	PF00021	u-PAR/Ly-6 domain
TEX101	9606.ENSP00000472308	InterPro	IPR016054	Ly-6 antigen/uPA receptor-like
TEX101	9606.ENSP00000472308	InterPro	IPR045860	Snake toxin-like superfamily
TTC12	9606.ENSP00000419652	GO Process	GO:0000003	Reproduction
TTC12	9606.ENSP00000419652	GO Process	GO:0000226	Microtubule cytoskeleton organization
TTC12	9606.ENSP00000419652	GO Process	GO:0001539	Cilium or flagellum-dependent cell motility
TTC12	9606.ENSP00000419652	GO Process	GO:0001578	Microtubule bundle formation
TTC12	9606.ENSP00000419652	GO Process	GO:0003006	Developmental process involved in reproduction
TTC12	9606.ENSP00000419652	GO Process	GO:0003341	Cilium movement
TTC12	9606.ENSP00000419652	GO Process	GO:0006996	Organelle organization
TTC12	9606.ENSP00000419652	GO Process	GO:0007010	Cytoskeleton organization
TTC12	9606.ENSP00000419652	GO Process	GO:0007017	Microtubule-based process
TTC12	9606.ENSP00000419652	GO Process	GO:0007018	Microtubule-based movement
TTC12	9606.ENSP00000419652	GO Process	GO:0007276	Gamete generation
TTC12	9606.ENSP00000419652	GO Process	GO:0007281	Germ cell development
TTC12	9606.ENSP00000419652	GO Process	GO:0007283	Spermatogenesis
TTC12	9606.ENSP00000419652	GO Process	GO:0007286	Spermatid development
TTC12	9606.ENSP00000419652	GO Process	GO:0007288	Sperm axoneme assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0009987	Cellular process
TTC12	9606.ENSP00000419652	GO Process	GO:0016043	Cellular component organization
TTC12	9606.ENSP00000419652	GO Process	GO:0019953	Sexual reproduction
TTC12	9606.ENSP00000419652	GO Process	GO:0022412	Cellular process involved in reproduction in multicellular organism
TTC12	9606.ENSP00000419652	GO Process	GO:0022414	Reproductive process
TTC12	9606.ENSP00000419652	GO Process	GO:0022607	Cellular component assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0030030	Cell projection organization
TTC12	9606.ENSP00000419652	GO Process	GO:0030031	Cell projection assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0030154	Cell differentiation
TTC12	9606.ENSP00000419652	GO Process	GO:0030317	Flagellated sperm motility
TTC12	9606.ENSP00000419652	GO Process	GO:0032501	Multicellular organismal process
TTC12	9606.ENSP00000419652	GO Process	GO:0032502	Developmental process
TTC12	9606.ENSP00000419652	GO Process	GO:0032504	Multicellular organism reproduction
TTC12	9606.ENSP00000419652	GO Process	GO:0035082	Axoneme assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0043933	Protein-containing complex organization
TTC12	9606.ENSP00000419652	GO Process	GO:0044085	Cellular component biogenesis
TTC12	9606.ENSP00000419652	GO Process	GO:0044458	Motile cilium assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0044782	Cilium organization
TTC12	9606.ENSP00000419652	GO Process	GO:0048232	Male gamete generation
TTC12	9606.ENSP00000419652	GO Process	GO:0048468	Cell development
TTC12	9606.ENSP00000419652	GO Process	GO:0048515	Spermatid differentiation
TTC12	9606.ENSP00000419652	GO Process	GO:0048609	Multicellular organismal reproductive process
TTC12	9606.ENSP00000419652	GO Process	GO:0048856	Anatomical structure development
TTC12	9606.ENSP00000419652	GO Process	GO:0048869	Cellular developmental process
TTC12	9606.ENSP00000419652	GO Process	GO:0048870	Cell motility
TTC12	9606.ENSP00000419652	GO Process	GO:0060271	Cilium assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0060285	Cilium-dependent cell motility
TTC12	9606.ENSP00000419652	GO Process	GO:0060294	Cilium movement involved in cell motility
TTC12	9606.ENSP00000419652	GO Process	GO:0065003	Protein-containing complex assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0070286	Axonemal dynein complex assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0070925	Organelle assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0071840	Cellular component organization or biogenesis
TTC12	9606.ENSP00000419652	GO Process	GO:0097722	Sperm motility
TTC12	9606.ENSP00000419652	GO Process	GO:0120031	Plasma membrane bounded cell projection assembly
TTC12	9606.ENSP00000419652	GO Process	GO:0120036	Plasma membrane bounded cell projection organization
TTC12	9606.ENSP00000419652	GO Process	GO:0120316	Sperm flagellum assembly
TTC12	9606.ENSP00000419652	GO Component	GO:0005622	Intracellular anatomical structure
TTC12	9606.ENSP00000419652	GO Component	GO:0005737	Cytoplasm
TTC12	9606.ENSP00000419652	GO Component	GO:0005813	Centrosome
TTC12	9606.ENSP00000419652	GO Component	GO:0005815	Microtubule organizing center
TTC12	9606.ENSP00000419652	GO Component	GO:0005856	Cytoskeleton
TTC12	9606.ENSP00000419652	GO Component	GO:0015630	Microtubule cytoskeleton
TTC12	9606.ENSP00000419652	GO Component	GO:0043226	Organelle
TTC12	9606.ENSP00000419652	GO Component	GO:0043228	Non-membrane-bounded organelle
TTC12	9606.ENSP00000419652	GO Component	GO:0043229	Intracellular organelle
TTC12	9606.ENSP00000419652	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
TTC12	9606.ENSP00000419652	GO Component	GO:0110165	Cellular anatomical entity
TTC12	9606.ENSP00000419652	STRING clusters	CL:23578	Mixed, incl. Synaptic transmission, cholinergic, and Monoamine GPCRs
TTC12	9606.ENSP00000419652	STRING clusters	CL:23579	Mixed, incl. Amine ligand-binding receptors, and Neurotransmitter disorders
TTC12	9606.ENSP00000419652	STRING clusters	CL:23581	Mixed, incl. Neurotransmitter disorders, and Serotonin receptors
TTC12	9606.ENSP00000419652	STRING clusters	CL:23582	Serotonin receptors, and Neurotransmitter disorders
TTC12	9606.ENSP00000419652	DISEASES	DOID:0050177	Monogenic disease
TTC12	9606.ENSP00000419652	DISEASES	DOID:0060340	Ciliopathy
TTC12	9606.ENSP00000419652	DISEASES	DOID:225	Syndrome
TTC12	9606.ENSP00000419652	DISEASES	DOID:4	Disease
TTC12	9606.ENSP00000419652	DISEASES	DOID:630	Genetic disease
TTC12	9606.ENSP00000419652	DISEASES	DOID:9562	Primary ciliary dyskinesia
TTC12	9606.ENSP00000419652	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
TTC12	9606.ENSP00000419652	TISSUES	BTO:0000042	Animal
TTC12	9606.ENSP00000419652	TISSUES	BTO:0000420	Neck
TTC12	9606.ENSP00000419652	TISSUES	BTO:0000522	Gland
TTC12	9606.ENSP00000419652	TISSUES	BTO:0000828	Throat
TTC12	9606.ENSP00000419652	TISSUES	BTO:0001379	Thyroid gland
TTC12	9606.ENSP00000419652	TISSUES	BTO:0001488	Endocrine gland
TTC12	9606.ENSP00000419652	TISSUES	BTO:0001489	Whole body
TTC12	9606.ENSP00000419652	TISSUES	BTO:0001493	Trunk
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0005622	Intracellular
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0005737	Cytoplasm
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0005813	Centrosome
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0005815	Microtubule organizing center
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0005856	Cytoskeleton
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0015630	Microtubule cytoskeleton
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0043226	Organelle
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0043229	Intracellular organelle
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
TTC12	9606.ENSP00000419652	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
TTC12	9606.ENSP00000419652	Monarch	EFO:0004302	Anthropometric measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0004324	Body weights and measures
TTC12	9606.ENSP00000419652	Monarch	EFO:0004339	Body height
TTC12	9606.ENSP00000419652	Monarch	EFO:0004340	Body mass index
TTC12	9606.ENSP00000419652	Monarch	EFO:0004343	Waist-hip ratio
TTC12	9606.ENSP00000419652	Monarch	EFO:0004747	Protein measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0004764	Adipose tissue measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0004765	Visceral adipose tissue measurement
TTC12	9606.ENSP00000419652	Monarch	EFO:0006848	Mental or behavioural disorder biomarker
