#node	identifier	category	term ID	term description
MDM2	9606.ENSP00000258149	GO Process	GO:1901987	Regulation of cell cycle phase transition
MDM2	9606.ENSP00000258149	GO Process	GO:1901988	Negative regulation of cell cycle phase transition
MDM2	9606.ENSP00000258149	GO Process	GO:1901989	Positive regulation of cell cycle phase transition
MDM2	9606.ENSP00000258149	GO Process	GO:1901990	Regulation of mitotic cell cycle phase transition
MDM2	9606.ENSP00000258149	GO Process	GO:1901991	Negative regulation of mitotic cell cycle phase transition
MDM2	9606.ENSP00000258149	GO Process	GO:1901992	Positive regulation of mitotic cell cycle phase transition
MDM2	9606.ENSP00000258149	GO Process	GO:1902253	Regulation of intrinsic apoptotic signaling pathway by p53 class mediator
MDM2	9606.ENSP00000258149	GO Process	GO:1902254	Negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator
MDM2	9606.ENSP00000258149	GO Process	GO:1902531	Regulation of intracellular signal transduction
MDM2	9606.ENSP00000258149	GO Process	GO:1902532	Negative regulation of intracellular signal transduction
MDM2	9606.ENSP00000258149	GO Process	GO:1902679	Negative regulation of RNA biosynthetic process
MDM2	9606.ENSP00000258149	GO Process	GO:1902806	Regulation of cell cycle G1/S phase transition
MDM2	9606.ENSP00000258149	GO Process	GO:1902807	Negative regulation of cell cycle G1/S phase transition
MDM2	9606.ENSP00000258149	GO Process	GO:1902808	Positive regulation of cell cycle G1/S phase transition
MDM2	9606.ENSP00000258149	GO Process	GO:1903047	Mitotic cell cycle process
MDM2	9606.ENSP00000258149	GO Process	GO:1903050	Regulation of proteolysis involved in protein catabolic process
MDM2	9606.ENSP00000258149	GO Process	GO:1903052	Positive regulation of proteolysis involved in protein catabolic process
MDM2	9606.ENSP00000258149	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
MDM2	9606.ENSP00000258149	GO Process	GO:1903507	Negative regulation of nucleic acid-templated transcription
MDM2	9606.ENSP00000258149	GO Process	GO:1903522	Regulation of blood circulation
MDM2	9606.ENSP00000258149	GO Process	GO:1990000	Amyloid fibril formation
MDM2	9606.ENSP00000258149	GO Process	GO:2000045	Regulation of G1/S transition of mitotic cell cycle
MDM2	9606.ENSP00000258149	GO Process	GO:2000058	Regulation of ubiquitin-dependent protein catabolic process
MDM2	9606.ENSP00000258149	GO Process	GO:2000060	Positive regulation of ubiquitin-dependent protein catabolic process
MDM2	9606.ENSP00000258149	GO Process	GO:2000134	Negative regulation of G1/S transition of mitotic cell cycle
MDM2	9606.ENSP00000258149	GO Process	GO:2001020	Regulation of response to DNA damage stimulus
MDM2	9606.ENSP00000258149	GO Process	GO:2001021	Negative regulation of response to DNA damage stimulus
MDM2	9606.ENSP00000258149	GO Process	GO:2001141	Regulation of RNA biosynthetic process
MDM2	9606.ENSP00000258149	GO Process	GO:2001233	Regulation of apoptotic signaling pathway
MDM2	9606.ENSP00000258149	GO Process	GO:2001234	Negative regulation of apoptotic signaling pathway
MDM2	9606.ENSP00000258149	GO Process	GO:2001242	Regulation of intrinsic apoptotic signaling pathway
MDM2	9606.ENSP00000258149	GO Process	GO:2001243	Negative regulation of intrinsic apoptotic signaling pathway
MDM2	9606.ENSP00000258149	GO Function	GO:0002039	p53 binding
MDM2	9606.ENSP00000258149	GO Function	GO:0003676	Nucleic acid binding
MDM2	9606.ENSP00000258149	GO Function	GO:0003723	RNA binding
MDM2	9606.ENSP00000258149	GO Function	GO:0003824	Catalytic activity
MDM2	9606.ENSP00000258149	GO Function	GO:0004842	Ubiquitin-protein transferase activity
MDM2	9606.ENSP00000258149	GO Function	GO:0005488	Binding
MDM2	9606.ENSP00000258149	GO Function	GO:0005515	Protein binding
MDM2	9606.ENSP00000258149	GO Function	GO:0008097	5S rRNA binding
MDM2	9606.ENSP00000258149	GO Function	GO:0008270	Zinc ion binding
MDM2	9606.ENSP00000258149	GO Function	GO:0016740	Transferase activity
MDM2	9606.ENSP00000258149	GO Function	GO:0016874	Ligase activity
MDM2	9606.ENSP00000258149	GO Function	GO:0019787	Ubiquitin-like protein transferase activity
MDM2	9606.ENSP00000258149	GO Function	GO:0019788	NEDD8 transferase activity
MDM2	9606.ENSP00000258149	GO Function	GO:0019789	SUMO transferase activity
MDM2	9606.ENSP00000258149	GO Function	GO:0019843	rRNA binding
MDM2	9606.ENSP00000258149	GO Function	GO:0019899	Enzyme binding
MDM2	9606.ENSP00000258149	GO Function	GO:0019904	Protein domain specific binding
MDM2	9606.ENSP00000258149	GO Function	GO:0031625	Ubiquitin protein ligase binding
MDM2	9606.ENSP00000258149	GO Function	GO:0032182	Ubiquitin-like protein binding
MDM2	9606.ENSP00000258149	GO Function	GO:0042802	Identical protein binding
MDM2	9606.ENSP00000258149	GO Function	GO:0043021	Ribonucleoprotein complex binding
MDM2	9606.ENSP00000258149	GO Function	GO:0043130	Ubiquitin binding
MDM2	9606.ENSP00000258149	GO Function	GO:0043167	Ion binding
MDM2	9606.ENSP00000258149	GO Function	GO:0043169	Cation binding
MDM2	9606.ENSP00000258149	GO Function	GO:0044389	Ubiquitin-like protein ligase binding
MDM2	9606.ENSP00000258149	GO Function	GO:0044877	Protein-containing complex binding
MDM2	9606.ENSP00000258149	GO Function	GO:0046872	Metal ion binding
MDM2	9606.ENSP00000258149	GO Function	GO:0046914	Transition metal ion binding
MDM2	9606.ENSP00000258149	GO Function	GO:0047485	Protein N-terminus binding
MDM2	9606.ENSP00000258149	GO Function	GO:0061630	Ubiquitin protein ligase activity
MDM2	9606.ENSP00000258149	GO Function	GO:0061659	Ubiquitin-like protein ligase activity
MDM2	9606.ENSP00000258149	GO Function	GO:0061663	NEDD8 ligase activity
MDM2	9606.ENSP00000258149	GO Function	GO:0097159	Organic cyclic compound binding
MDM2	9606.ENSP00000258149	GO Function	GO:0097718	Disordered domain specific binding
MDM2	9606.ENSP00000258149	GO Function	GO:0140096	Catalytic activity, acting on a protein
MDM2	9606.ENSP00000258149	GO Function	GO:1901363	Heterocyclic compound binding
MDM2	9606.ENSP00000258149	GO Component	GO:0005622	Intracellular anatomical structure
MDM2	9606.ENSP00000258149	GO Component	GO:0005634	Nucleus
MDM2	9606.ENSP00000258149	GO Component	GO:0005654	Nucleoplasm
MDM2	9606.ENSP00000258149	GO Component	GO:0005667	Transcription regulator complex
MDM2	9606.ENSP00000258149	GO Component	GO:0005730	Nucleolus
MDM2	9606.ENSP00000258149	GO Component	GO:0005737	Cytoplasm
MDM2	9606.ENSP00000258149	GO Component	GO:0005829	Cytosol
MDM2	9606.ENSP00000258149	GO Component	GO:0005886	Plasma membrane
MDM2	9606.ENSP00000258149	GO Component	GO:0012506	Vesicle membrane
MDM2	9606.ENSP00000258149	GO Component	GO:0016020	Membrane
MDM2	9606.ENSP00000258149	GO Component	GO:0017053	Transcription repressor complex
MDM2	9606.ENSP00000258149	GO Component	GO:0030139	Endocytic vesicle
MDM2	9606.ENSP00000258149	GO Component	GO:0030659	Cytoplasmic vesicle membrane
MDM2	9606.ENSP00000258149	GO Component	GO:0030666	Endocytic vesicle membrane
MDM2	9606.ENSP00000258149	GO Component	GO:0031090	Organelle membrane
MDM2	9606.ENSP00000258149	GO Component	GO:0031410	Cytoplasmic vesicle
MDM2	9606.ENSP00000258149	GO Component	GO:0031974	Membrane-enclosed lumen
MDM2	9606.ENSP00000258149	GO Component	GO:0031981	Nuclear lumen
MDM2	9606.ENSP00000258149	GO Component	GO:0031982	Vesicle
MDM2	9606.ENSP00000258149	GO Component	GO:0032991	Protein-containing complex
MDM2	9606.ENSP00000258149	GO Component	GO:0043226	Organelle
MDM2	9606.ENSP00000258149	GO Component	GO:0043227	Membrane-bounded organelle
MDM2	9606.ENSP00000258149	GO Component	GO:0043228	Non-membrane-bounded organelle
MDM2	9606.ENSP00000258149	GO Component	GO:0043229	Intracellular organelle
MDM2	9606.ENSP00000258149	GO Component	GO:0043231	Intracellular membrane-bounded organelle
MDM2	9606.ENSP00000258149	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
MDM2	9606.ENSP00000258149	GO Component	GO:0043233	Organelle lumen
MDM2	9606.ENSP00000258149	GO Component	GO:0070013	Intracellular organelle lumen
MDM2	9606.ENSP00000258149	GO Component	GO:0071944	Cell periphery
MDM2	9606.ENSP00000258149	GO Component	GO:0097708	Intracellular vesicle
MDM2	9606.ENSP00000258149	GO Component	GO:0098588	Bounding membrane of organelle
MDM2	9606.ENSP00000258149	GO Component	GO:0110165	Cellular anatomical entity
MDM2	9606.ENSP00000258149	STRING clusters	CL:6897	Mixed, incl. G1 Phase, and G0 and Early G1
MDM2	9606.ENSP00000258149	STRING clusters	CL:6995	Mixed, incl. P53 DNA-binding domain, and SWIB/MDM2 domain
MDM2	9606.ENSP00000258149	STRING clusters	CL:6997	Mixed, incl. P53 DNA-binding domain, and SWIB/MDM2 domain
MDM2	9606.ENSP00000258149	STRING clusters	CL:6999	SWIB/MDM2 domain, and Fermentation
MDM2	9606.ENSP00000258149	KEGG	hsa01522	Endocrine resistance
MDM2	9606.ENSP00000258149	KEGG	hsa01524	Platinum drug resistance
MDM2	9606.ENSP00000258149	KEGG	hsa04068	FoxO signaling pathway
MDM2	9606.ENSP00000258149	KEGG	hsa04110	Cell cycle
MDM2	9606.ENSP00000258149	KEGG	hsa04115	p53 signaling pathway
MDM2	9606.ENSP00000258149	KEGG	hsa04120	Ubiquitin mediated proteolysis
MDM2	9606.ENSP00000258149	KEGG	hsa04144	Endocytosis
MDM2	9606.ENSP00000258149	KEGG	hsa04151	PI3K-Akt signaling pathway
MDM2	9606.ENSP00000258149	KEGG	hsa04218	Cellular senescence
MDM2	9606.ENSP00000258149	KEGG	hsa04625	C-type lectin receptor signaling pathway
MDM2	9606.ENSP00000258149	KEGG	hsa04919	Thyroid hormone signaling pathway
MDM2	9606.ENSP00000258149	KEGG	hsa05131	Shigellosis
MDM2	9606.ENSP00000258149	KEGG	hsa05163	Human cytomegalovirus infection
MDM2	9606.ENSP00000258149	KEGG	hsa05165	Human papillomavirus infection
MDM2	9606.ENSP00000258149	KEGG	hsa05169	Epstein-Barr virus infection
MDM2	9606.ENSP00000258149	KEGG	hsa05200	Pathways in cancer
MDM2	9606.ENSP00000258149	KEGG	hsa05202	Transcriptional misregulation in cancer
MDM2	9606.ENSP00000258149	KEGG	hsa05203	Viral carcinogenesis
MDM2	9606.ENSP00000258149	KEGG	hsa05205	Proteoglycans in cancer
MDM2	9606.ENSP00000258149	KEGG	hsa05206	MicroRNAs in cancer
MDM2	9606.ENSP00000258149	KEGG	hsa05214	Glioma
MDM2	9606.ENSP00000258149	KEGG	hsa05215	Prostate cancer
MDM2	9606.ENSP00000258149	KEGG	hsa05218	Melanoma
MDM2	9606.ENSP00000258149	KEGG	hsa05219	Bladder cancer
MDM2	9606.ENSP00000258149	KEGG	hsa05220	Chronic myeloid leukemia
MDM2	9606.ENSP00000258149	Reactome	HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission
MDM2	9606.ENSP00000258149	Reactome	HSA-112315	Transmission across Chemical Synapses
MDM2	9606.ENSP00000258149	Reactome	HSA-112316	Neuronal System
MDM2	9606.ENSP00000258149	Reactome	HSA-1257604	PIP3 activates AKT signaling
MDM2	9606.ENSP00000258149	Reactome	HSA-162582	Signal Transduction
MDM2	9606.ENSP00000258149	Reactome	HSA-1640170	Cell Cycle
MDM2	9606.ENSP00000258149	Reactome	HSA-1643685	Disease
MDM2	9606.ENSP00000258149	Reactome	HSA-198323	AKT phosphorylates targets in the cytosol
MDM2	9606.ENSP00000258149	Reactome	HSA-212436	Generic Transcription Pathway
MDM2	9606.ENSP00000258149	Reactome	HSA-2219528	PI3K/AKT Signaling in Cancer
MDM2	9606.ENSP00000258149	Reactome	HSA-2262752	Cellular responses to stress
MDM2	9606.ENSP00000258149	Reactome	HSA-2559580	Oxidative Stress Induced Senescence
MDM2	9606.ENSP00000258149	Reactome	HSA-2559583	Cellular Senescence
MDM2	9606.ENSP00000258149	Reactome	HSA-2559585	Oncogene Induced Senescence
MDM2	9606.ENSP00000258149	Reactome	HSA-2990846	SUMOylation
MDM2	9606.ENSP00000258149	Reactome	HSA-3108232	SUMO E3 ligases SUMOylate target proteins
MDM2	9606.ENSP00000258149	Reactome	HSA-3232118	SUMOylation of transcription factors
MDM2	9606.ENSP00000258149	Reactome	HSA-3232142	SUMOylation of ubiquitinylation proteins
MDM2	9606.ENSP00000258149	Reactome	HSA-3700989	Transcriptional Regulation by TP53
MDM2	9606.ENSP00000258149	Reactome	HSA-392499	Metabolism of proteins
MDM2	9606.ENSP00000258149	Reactome	HSA-399719	Trafficking of AMPA receptors
MDM2	9606.ENSP00000258149	Reactome	HSA-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity
MDM2	9606.ENSP00000258149	Reactome	HSA-5633007	Regulation of TP53 Activity
MDM2	9606.ENSP00000258149	Reactome	HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers
MDM2	9606.ENSP00000258149	Reactome	HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer
MDM2	9606.ENSP00000258149	Reactome	HSA-5688426	Deubiquitination
MDM2	9606.ENSP00000258149	Reactome	HSA-5689880	Ub-specific processing proteases
MDM2	9606.ENSP00000258149	Reactome	HSA-597592	Post-translational protein modification
MDM2	9606.ENSP00000258149	Reactome	HSA-6804756	Regulation of TP53 Activity through Phosphorylation
MDM2	9606.ENSP00000258149	Reactome	HSA-6804757	Regulation of TP53 Degradation
MDM2	9606.ENSP00000258149	Reactome	HSA-6804760	Regulation of TP53 Activity through Methylation
MDM2	9606.ENSP00000258149	Reactome	HSA-6806003	Regulation of TP53 Expression and Degradation
MDM2	9606.ENSP00000258149	Reactome	HSA-69541	Stabilization of p53
MDM2	9606.ENSP00000258149	Reactome	HSA-69563	p53-Dependent G1 DNA Damage Response
MDM2	9606.ENSP00000258149	Reactome	HSA-69580	p53-Dependent G1/S DNA damage checkpoint
MDM2	9606.ENSP00000258149	Reactome	HSA-69615	G1/S DNA Damage Checkpoints
MDM2	9606.ENSP00000258149	Reactome	HSA-69620	Cell Cycle Checkpoints
MDM2	9606.ENSP00000258149	Reactome	HSA-73857	RNA Polymerase II Transcription
MDM2	9606.ENSP00000258149	Reactome	HSA-74160	Gene expression (Transcription)
MDM2	9606.ENSP00000258149	Reactome	HSA-8878159	Transcriptional regulation by RUNX3
MDM2	9606.ENSP00000258149	Reactome	HSA-8941858	Regulation of RUNX3 expression and activity
MDM2	9606.ENSP00000258149	Reactome	HSA-8953897	Cellular responses to stimuli
MDM2	9606.ENSP00000258149	Reactome	HSA-9006925	Intracellular signaling by second messengers
MDM2	9606.ENSP00000258149	Reactome	HSA-9634815	Transcriptional Regulation by NPAS4
MDM2	9606.ENSP00000258149	Reactome	HSA-9768919	NPAS4 regulates expression of target genes
MDM2	9606.ENSP00000258149	WikiPathways	WP138	Androgen receptor signaling pathway
MDM2	9606.ENSP00000258149	WikiPathways	WP1530	miRNA regulation of DNA damage response
MDM2	9606.ENSP00000258149	WikiPathways	WP1742	TP53 network
MDM2	9606.ENSP00000258149	WikiPathways	WP179	Cell cycle
MDM2	9606.ENSP00000258149	WikiPathways	WP1971	Integrated cancer pathway
MDM2	9606.ENSP00000258149	WikiPathways	WP2261	Glioblastoma signaling pathways
MDM2	9606.ENSP00000258149	WikiPathways	WP2263	Androgen receptor network in prostate cancer
MDM2	9606.ENSP00000258149	WikiPathways	WP2446	Retinoblastoma gene in cancer
MDM2	9606.ENSP00000258149	WikiPathways	WP2516	ATM signaling pathway
MDM2	9606.ENSP00000258149	WikiPathways	WP254	Apoptosis
MDM2	9606.ENSP00000258149	WikiPathways	WP2828	Bladder cancer
MDM2	9606.ENSP00000258149	WikiPathways	WP3286	Copper homeostasis
MDM2	9606.ENSP00000258149	WikiPathways	WP3888	VEGFA-VEGFR2 signaling
MDM2	9606.ENSP00000258149	WikiPathways	WP3931	Embryonic stem cell pluripotency pathways
MDM2	9606.ENSP00000258149	WikiPathways	WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway
MDM2	9606.ENSP00000258149	WikiPathways	WP3959	DNA IR-double strand breaks and cellular response via ATM
MDM2	9606.ENSP00000258149	WikiPathways	WP3981	miRNA regulation of prostate cancer signaling pathways
MDM2	9606.ENSP00000258149	WikiPathways	WP3982	miRNA regulation of p53 pathway in prostate cancer
MDM2	9606.ENSP00000258149	WikiPathways	WP3998	Prader-Willi and Angelman syndrome
MDM2	9606.ENSP00000258149	WikiPathways	WP4016	DNA IR-damage and cellular response via ATR
MDM2	9606.ENSP00000258149	WikiPathways	WP4172	PI3K-Akt signaling pathway
MDM2	9606.ENSP00000258149	WikiPathways	WP45	G1 to S cell cycle control
MDM2	9606.ENSP00000258149	WikiPathways	WP4673	Male infertility
MDM2	9606.ENSP00000258149	WikiPathways	WP4685	Melanoma
MDM2	9606.ENSP00000258149	WikiPathways	WP4746	Thyroid hormones production and peripheral downstream signaling effects
MDM2	9606.ENSP00000258149	WikiPathways	WP5087	Malignant pleural mesothelioma
MDM2	9606.ENSP00000258149	WikiPathways	WP5322	CKAP4 signaling pathway map
MDM2	9606.ENSP00000258149	WikiPathways	WP673	ErbB signaling pathway
MDM2	9606.ENSP00000258149	WikiPathways	WP707	DNA damage response
MDM2	9606.ENSP00000258149	WikiPathways	WP710	DNA damage response (only ATM dependent)
MDM2	9606.ENSP00000258149	DISEASES	DOID:0050686	Organ system cancer
MDM2	9606.ENSP00000258149	DISEASES	DOID:0060072	Benign neoplasm
MDM2	9606.ENSP00000258149	DISEASES	DOID:0060084	Cell type benign neoplasm
MDM2	9606.ENSP00000258149	DISEASES	DOID:0060100	Musculoskeletal system cancer
MDM2	9606.ENSP00000258149	DISEASES	DOID:0060118	Thoracic disease
MDM2	9606.ENSP00000258149	DISEASES	DOID:0080001	Bone disease
MDM2	9606.ENSP00000258149	DISEASES	DOID:0080531	Dedifferentiated liposarcoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:0080639	Bone sarcoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:10192	Pleomorphic lipoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:11054	Urinary bladder cancer
MDM2	9606.ENSP00000258149	DISEASES	DOID:12341	Retroperitoneal sarcoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:14566	Disease of cellular proliferation
MDM2	9606.ENSP00000258149	DISEASES	DOID:162	Cancer
MDM2	9606.ENSP00000258149	DISEASES	DOID:17	Musculoskeletal system disease
MDM2	9606.ENSP00000258149	DISEASES	DOID:18	Urinary system disease
MDM2	9606.ENSP00000258149	DISEASES	DOID:184	Bone cancer
MDM2	9606.ENSP00000258149	DISEASES	DOID:201	Connective tissue cancer
MDM2	9606.ENSP00000258149	DISEASES	DOID:3315	Lipoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:3347	Osteosarcoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:3373	Juxtacortical osteosarcoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:3374	Peripheral osteosarcoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:3376	Bone osteosarcoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:3382	Liposarcoma
MDM2	9606.ENSP00000258149	DISEASES	DOID:365	Bladder disease
MDM2	9606.ENSP00000258149	DISEASES	DOID:3996	Urinary system cancer
MDM2	9606.ENSP00000258149	DISEASES	DOID:4	Disease
